rank,company,domain,industry,revenue_usd,employees,city,state,careers_url,ats,ats_url,tier_recommendation,confidence
403,Oshkosh,oshkoshcorp.com,Manufacturing & Industrial,10300000000,18500,Oshkosh,Wisconsin,https://www.oshkoshcorp.com/careers,custom,,tier2_llm_http,medium
404,Campbell's,thecampbellscompany.com,Retail & Consumer Goods,10200000000,14400,Camden,New Jersey,https://careers.thecampbellscompany.com/,paradox,https://cdn.sites.paradox.ai/paradox-prod-careersites/85aa2ebdda/main.css,tier3_llm_browser,high
405,Western Digital,westerndigital.com,Technology,10100000000,51000,San Jose,California,https://www.westerndigital.com/careers,smartrecruiters,https://careers.smartrecruiters.com/WesternDigital,tier1_ats,high
406,Global Payments,globalpaymentsinc.com,Banking & Financial Services,10100000000,27000,Atlanta,Georgia,,workday,,tier1_ats,high
407,Biogen,biogen.com,Healthcare & Pharma,10100000000,7605,Cambridge,Massachusetts,https://www.biogen.com:443/careers.html,workday,https://biibhr.wd3.myworkdayjobs.com/external,tier1_ats,high
408,AGCO,agcocorp.com,Manufacturing & Industrial,10100000000,24000,Duluth,Georgia,https://www.agcocorp.com/us/en/home,custom,,tier2_llm_http,medium
409,Dana,dana.com,Manufacturing & Industrial,10000000000,39600,Maumee,Ohio,https://jobs.dana.com:443/,successfactors,https://performancemanager4.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier3_llm_browser,medium
410,Welltower,welltower.com,Other,9900000000,685,Toledo,Ohio,https://welltower.com/careers/,ukg,https://recruiting.ultipro.com/WEL1008WLLT/JobBoard/30969ce4-3b7e-40a6-b86c-34d3616fe0ed/?q=&amp;o=postedDateDesc&amp;w=&amp;wc=&amp;we=&amp;wpst=,tier3_llm_browser,high
411,THOR Industries,thorindustries.com,Manufacturing & Industrial,9800000000,22300,Elkhart,Indiana,https://www.thorindustries.com/careers,adp,https://workforcenow.adp.com/mascsr/default/mdf/recruitment/recruitment.html?cid=a4c08bd3-eedf-419a-9fb6-5d2ac8a3bafa&ccId=19000101_000001&lang=en_US/?utm_source=thorindustries.com&utm_medium=referral,tier1_ats,high
412,Seaboard,seaboardcorp.com,Retail & Consumer Goods,9800000000,14000,Merriam,Kansas,https://www.seaboardcorp.com/career/,custom,,tier2_llm_http,medium
413,Intercontinental Exchange,ice.com,Banking & Financial Services,9800000000,12920,Atlanta,Georgia,https://www.ice.com/careers,custom,,tier2_llm_http,medium
414,Concentrix,concentrix.com,Technology,9700000000,450000,Newark,California,https://www.concentrix.com,custom,,tier2_llm_http,medium
415,Celanese,celanese.com,Manufacturing & Industrial,9700000000,12163,Irving,Texas,https://www.celanese.com/careers,icims,,tier1_ats,low
416,Vertiv,vertiv.com,Technology,9700000000,31000,Westerville,Ohio,https://www.vertiv.com/de-emea/about/careers/,oracle_recruiting,https://ee.channels.ocs.oraclecloud.com/js/eesvcs.js,tier1_ats,medium
417,Synchrony Financial,synchrony.com,Banking & Financial Services,9700000000,20000,Stamford,Connecticut,https://www.synchronycareers.com/?intlnk=synfin&intcmp=home_header-topnav_synchronycareers_ext,talentbrew,https://tbcdn.talentbrew.com/company/1554/under-10k-patterns/css/fancybox/fancybox.min.css,tier1_ats,high
418,Constellation Brands,cbrands.com,Retail & Consumer Goods,9600000000,9300,Victor,New York,https://cbrands.wd5.myworkdayjobs.com/CBI_External_Careers,workday,https://cbrands.wd5.myworkdayjobs.com/CBI_External_Careers,tier1_ats,high
419,Intuitive Surgical,intuitive.com,Healthcare & Pharma,9600000000,15638,Sunnyvale,California,https://careers.intuitive.com/en/,smartrecruiters,https://join.smartrecruiters.com/Intuitive/1b896ce5-223f-4e59-b655-693666a6dbf7-primary-talent-community-form,tier1_ats,high
420,Palo Alto Networks,paloaltonetworks.com,Other,9600000000,15289,Santa Clara,California,https://jobs.paloaltonetworks.com/en,talentbrew,https://tbcdn.talentbrew.com/company/47263/css/62886-GST.css,tier1_ats,high
421,WEC Energy,wecenergygroup.com,Energy & Utilities,9600000000,7017,Milwaukee,Wisconsin,https://wecenergygroup.com/careers/,custom,,tier2_llm_http,medium
422,VF,vfc.com,Retail & Consumer Goods,9500000000,24000,Denver,Colorado,https://www.vfc.com/careers,workday,https://vfc.wd5.myworkdayjobs.com/vfc_careers,tier1_ats,high
423,SpartanNash,spartannash.com,Other,9500000000,15000,Byron Center,Michigan,https://careers.spartannash.com,workday,https://spartannash.wd1.myworkdayjobs.com/SpartanNash_Careers/login,tier1_ats,high
424,QVC,qvcgrp.com,Technology,9500000000,18984,Englewood,Colorado,https://careers.qvcgrp.com/,workday,https://qvc.wd5.myworkdayjobs.com/QRG?source=Careers-Global-QVCGroup,tier1_ats,high
425,Ace Hardware,acehardware.com,Other,9500000000,12500,Oak Brook,Illinois,https://careers.acehardware.com/,paradox,https://olivia.paradox.ai,tier3_llm_browser,low
426,Zoetis,zoetis.com,Healthcare & Pharma,9400000000,13800,Parsippany,New Jersey,https://www.zoetis.com/join-us/colleagues,workday,https://zoetis.wd5.myworkdayjobs.com/zoetis/jobs,tier1_ats,high
427,APA,apacorp.com,Energy & Utilities,9400000000,2305,Houston,Texas,https://apacorp.com/careers/,successfactors,,tier3_llm_browser,high
428,Skechers U.S.A.,skechers.com,Retail & Consumer Goods,9300000000,15100,Manhattan Beach,California,https://careers.skechers.com/us/en?campaign=digital-receipt&#038;campaign=skechers-careers&%23038;content=email-receipt&%23038;medium=qr&%23038;source=retail,phenom,,tier1_ats,medium
429,Icahn Enterprises,ielp.com,Banking & Financial Services,9300000000,15037,Sunny Isles Beach,Florida,,custom,,tier2_llm_http,low
430,Workday,workday.com,Technology,9200000000,20482,Pleasanton,California,https://www.workday.com/en-us/company/careers/overview.html,workday,https://workday.wd5.myworkdayjobs.com/Workday,tier1_ats,high
431,CenterPoint Energy,centerpointenergy.com,Energy & Utilities,9100000000,8872,Houston,Texas,https://careers.centerpointenergy.com/,successfactors,https://performancemanager4.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier3_llm_browser,medium
432,JetBlue Airways,jetblue.com,Transportation & Logistics,9100000000,19822,Long Island City,New York,https://careers.jetblue.com/,successfactors,https://performancemanager8.successfactors.com/verp/vmod_v1/ui/extlib/jquery_3.5.1/jquery.js,tier3_llm_browser,medium
433,Prologis,prologis.com,Other,9100000000,2703,San Francisco,California,https://prologis.wd5.myworkdayjobs.com/Prologis_External_Careers,workday,https://prologis.wd5.myworkdayjobs.com/Prologis_External_Careers,tier1_ats,medium
434,M&T Bank,mtb.com,Banking & Financial Services,9100000000,22101,Buffalo,New York,https://www.mtb.com/careers,workday,https://mtb.wd5.myworkdayjobs.com/MTB,tier1_ats,high
435,Equinix,equinix.com,Other,9100000000,13606,Redwood City,California,https://careers.equinix.com/homepage?utm_source=dotcom,pageup,,tier3_llm_browser,high
436,Eastman Chemical,eastman.com,Manufacturing & Industrial,9000000000,14000,Kingsport,Tennessee,https://www.eastman.com/en/careers,custom,,tier2_llm_http,medium
437,Altice USA,alticeusa.com,Telecom & Media,9000000000,10900,Long Island City,New York,,custom,,tier2_llm_http,low
438,PPL,pplweb.com,Energy & Utilities,9000000000,6653,Allentown,Pennsylvania,https://www.pplweb.com/careers/why-ppl/,icims,https://careers-pplweb.icims.com/jobs/intro?hashed=-625946359&amp;mobile=false&amp;width=1128&amp;height=500&amp;bga=true&amp;needsRedirect=false&amp;jan1offset=-300&amp;jun1offset=-240,tier1_ats,high
439,First Citizens BancShares,firstcitizens.com,Banking & Financial Services,8900000000,17333,Raleigh,North Carolina,https://www.firstcitizens.com/personal/insights/career,custom,,tier2_llm_http,medium
440,Xylem,xylem.com,Manufacturing & Industrial,8900000000,23000,Washington,District Of Columbia,https://www.xylem.com/en-us/careers/,workday,https://xylem.wd5.myworkdayjobs.com/xylem-careers,tier1_ats,high
441,CACI International,caci.com,Technology,8900000000,24000,Reston,Virginia,https://careers.caci.com/,eightfold,https://app.eightfold.ai/events/open?domain=caci.com,tier1_ats,high
442,TransDigm,transdigm.com,Manufacturing & Industrial,8800000000,16600,Cleveland,Ohio,https://www.transdigm.com/community-impact/talent-development/,custom,,tier2_llm_http,medium
443,PVH,pvh.com,Retail & Consumer Goods,8800000000,22000,New York,New York,https://careers.pvh.com/?utm_source=pvh&amp%3Butm_medium=navigation_header&amp%3Butm_campaign=careers,workday,https://www.myworkday.com/pvh/d/task/2998$46522.htmldh,tier1_ats,high
444,Ovintiv,ovintiv.com,Energy & Utilities,8800000000,1623,Denver,Colorado,https://ovintiv.wd3.myworkdayjobs.com/ovintivcareers,workday,https://ovintiv.wd3.myworkdayjobs.com/ovintivcareers,tier1_ats,medium
445,NOV,nov.com,Energy & Utilities,8800000000,34010,Houston,Texas,https://www.nov.com/careers,oracle_recruiting,https://egay.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_2001/requisitions,tier1_ats,high
446,Avery Dennison,averydennison.com,Other,8800000000,35000,Mentor,Ohio,https://www.averydennison.com/en/home/careers/overview.html,custom,,tier2_llm_http,medium
447,Franklin Resources,franklinresources.com,Banking & Financial Services,8800000000,10200,San Mateo,California,,custom,,tier2_llm_http,low
448,Packaging Corp. of America,packagingcorp.com,Other,8800000000,15400,Lake Forest,Illinois,https://www.packagingcorp.com,custom,,tier2_llm_http,medium
449,J.M. Smucker,jmsmucker.com,Retail & Consumer Goods,8800000000,9000,Orrville,Ohio,https://www.jmsmucker.com/careers,workday,https://smucker.wd5.myworkdayjobs.com/US_External_Careers,tier1_ats,high
450,Old Republic International,oldrepublic.com,Insurance,8800000000,9400,Chicago,Illinois,https://oldrepublic.com/about/careers,custom,,tier2_llm_http,medium
451,Sprouts Farmers Market,sprouts.com,Other,8700000000,35000,Phoenix,Arizona,https://www.sprouts.com/careers/,icims,https://internaljobs-sprouts.icims.com/jobs/l,tier1_ats,high
452,ABM Industries,abm.com,Other,8600000000,117000,New York,New York,https://www.abm.com/careers,oracle_recruiting,https://eiqg.fa.us2.oraclecloud.com/fscmUI/redwood/internalmobility/,tier1_ats,high
453,Advance Auto Parts,advanceautoparts.com,Retail & Consumer Goods,8600000000,48000,Raleigh,North Carolina,https://jobs.advanceautoparts.com/us/en,phenom,,tier1_ats,medium
454,Graphic Packaging,graphicpkg.com,Other,8600000000,23000,Atlanta,Georgia,https://www.graphicpkg.com/careers/,custom,,tier2_llm_http,medium
455,Sirius XM,siriusxm.com,Telecom & Media,8600000000,5515,New York,New York,https://careers.siriusxm.com/careers/,icims,https://uscareers-siriusxmradio.icims.com/,tier1_ats,high
456,Hertz,hertz.com,Retail & Consumer Goods,8500000000,26000,Estero,Florida,,custom,,tier2_llm_http,low
457,Jefferies Financial,jefferies.com,Banking & Financial Services,8500000000,7822,New York,New York,https://www.jefferies.com/careers/,oracle_recruiting,,tier1_ats,high
458,News Corp.,newscorp.com,Telecom & Media,8500000000,23900,New York,New York,https://careers.newscorp.com,custom,,tier2_llm_http,medium
459,Solventum,solventum.com,Healthcare & Pharma,8400000000,22000,Maplewood,Minnesota,https://www.solventum.com/da-dk/home/our-company/careers/,workday,https://healthcare.wd1.myworkdayjobs.com/Search,tier1_ats,high
460,Taylor Morrison Home,taylormorrison.com,Other,8400000000,3000,Scottsdale,Arizona,https://careers.taylormorrison.com/,paradox,https://cdn.sites.paradox.ai/common-libraries/font-awesome/css/all.css,tier3_llm_browser,high
461,Rockwell Automation,rockwellautomation.com,Technology,8300000000,27000,Milwaukee,Wisconsin,https://www.rockwellautomation.com/en-us/careers.html,workday,https://rockwellautomation.wd1.myworkdayjobs.com/en-US/External_Rockwell_Automation/introduceYourself,tier1_ats,high
462,CMS Energy,cmsenergy.com,Energy & Utilities,8300000000,8324,Jackson,Michigan,https://www.cmsenergy.com/careers/,custom,,tier2_llm_http,medium
463,Insight Enterprises,insight.com,Technology,8300000000,14324,Chandler,Arizona,https://www.insight.com/careers,custom_js_only,,tier3_llm_browser,low
464,Securian Financial,securian.com,Insurance,8199999999,5570,St. Paul,Minnesota,https://www.securian.com/about-us/careers?cid=rd_vurl_erjo_securian-careers_careers_&strala_id=1002299,workday,https://hq.wd12.myworkdayjobs.com/Securian_External,tier1_ats,high
465,Post,postholdings.com,Retail & Consumer Goods,8199999999,11480,St. Louis,Missouri,https://www.postholdings.com/news/post-holdings-news/careers/,icims,,tier1_ats,high
466,Fifth Third Bancorp,53.com,Banking & Financial Services,8100000000,18616,Cincinnati,Ohio,https://www.53.com/content/fifth-third/en/careers.html,workday,https://fifththird.wd5.myworkdayjobs.com/53careers,tier1_ats,high
467,Sanmina,sanmina.com,Technology,8100000000,34500,San Jose,California,https://www.sanmina.com/careers/,custom,,tier2_llm_http,medium
468,Voya Financial,voya.com,Banking & Financial Services,8100000000,10000,New York,New York,https://www.voya.com/about-us/find-career-voya,workday,https://godirect.wd5.myworkdayjobs.com/voya_jobs,tier1_ats,high
469,XPO,xpo.com,Transportation & Logistics,8100000000,39500,Greenwich,Connecticut,https://www.xpo.com/work-with-us/ntdc-2025/,custom,,tier2_llm_http,medium
470,Yum Brands,yum.com,Other,8100000000,31691,Louisville,Kentucky,https://www.yum.com/wps/portal/yumbrands/Yumbrands/careers,oracle_recruiting,,tier1_ats,high
471,KBR,kbr.com,Technology,8000000000,38000,Houston,Texas,https://careers.kbr.com/us/en,phenom,,tier1_ats,medium
472,American Financial,afginc.com,Insurance,8000000000,8700,Cincinnati,Ohio,https://www.afginc.com/,workday,,tier1_ats,high
473,Zimmer Biomet,zimmerbiomet.com,Healthcare & Pharma,8000000000,17000,Warsaw,Indiana,https://careers.zimmerbiomet.com/us/en,phenom,,tier1_ats,low
474,Fastenal,fastenal.com,Other,8000000000,20958,Winona,Minnesota,https://careers.fastenal.com?,custom,,tier2_llm_http,low
475,Foot Locker,footlocker.com,Retail & Consumer Goods,8000000000,30223,New York,New York,https://careers.footlocker.com,icims,https://www.icims.com/legal/privacy-notice-website/,tier1_ats,low
476,Monster Beverage,monsterbevcorp.com,Retail & Consumer Goods,8000000000,6043,Corona,California,,custom,,tier2_llm_http,low
477,Howmet Aerospace,howmet.com,Manufacturing & Industrial,8000000000,23930,Pittsburgh,Pennsylvania,https://www.howmet.com/joinus/,oracle_recruiting,https://fa-exty-saasfaprod1.fa.ocs.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,tier1_ats,high
478,Northern Trust,northerntrust.com,Banking & Financial Services,7900000000,23300,Chicago,Illinois,https://ntrs.wd1.myworkdayjobs.com/northerntrust,workday,https://ntrs.wd1.myworkdayjobs.com/northerntrust,tier1_ats,high
479,Dover,dovercorporation.com,Manufacturing & Industrial,7900000000,24000,Downers Grove,Illinois,https://www.dovercorporation.com/about-us/careers,custom_js_only,,tier3_llm_browser,low
480,Williams-Sonoma,williams-sonomainc.com,Retail & Consumer Goods,7900000000,19600,San Francisco,California,http://www.williams-sonomainc.com/,oracle_recruiting,https://ehac.fa.us6.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1,tier1_ats,high
481,ARKO,arkocorp.com,Retail & Consumer Goods,7900000000,11772,Richmond,Virginia,,custom,,tier2_llm_http,low
482,Vulcan Materials,vulcanmaterials.com,Manufacturing & Industrial,7900000000,11971,Birmingham,Alabama,https://www.vulcanmaterials.com/work-for-vulcan,taleo,https://vulcanmat.taleo.net/careersection/2/jobsearch.ftl?lang=en,tier4_custom_build,high
483,Regions Financial,regions.com,Banking & Financial Services,7800000000,19644,Birmingham,Alabama,https://careers.regions.com/us/en,phenom,,tier1_ats,low
484,Commercial Metals,cmc.com,Manufacturing & Industrial,7800000000,13178,Irving,Texas,https://www.cmc.com/en-us/landing-pages/cmc-careers,custom,,tier2_llm_http,medium
485,Core & Main,coreandmain.com,Other,7800000000,5700,St. Louis,Missouri,https://jobs.coreandmain.com/p/coreandmain/home,custom,,tier2_llm_http,medium
486,Rush Enterprises,rushenterprises.com,Retail & Consumer Goods,7700000000,7882,New Braunfels,Texas,https://careers.rushenterprises.com,icims,https://www.icims.com/legal/privacy-notice-website/,tier1_ats,low
487,Microchip Technology,microchip.com,Technology,7600000000,22300,Chandler,Arizona,https://www.microchip.com/en-us/about/careers,workday,,tier1_ats,low
488,Masco,masco.com,Other,7600000000,18000,Livonia,Michigan,https://jobs.masco.com/us/en,phenom,,tier1_ats,medium
489,Interactive Brokers,interactivebrokers.com,Banking & Financial Services,7500000000,2998,Greenwich,Connecticut,https://www.interactivebrokers.com/en/general/about/careers-splash.php,greenhouse,https://boards.greenhouse.io/ibkr,tier1_ats,high
490,Huntington Bancshares,huntington.com,Banking & Financial Services,7500000000,19932,Columbus,Ohio,https://www.huntington.com/careers,workday,https://huntington.wd12.myworkdayjobs.com/HNBcareers,tier1_ats,high
491,Endeavor,endeavorco.com,Telecom & Media,7500000000,10000,Beverly Hills,California,https://wmegrp.com/,workday,https://wmeimg.wd1.myworkdayjobs.com/WMEGRP,tier1_ats,high
492,Par Pacific,parpacific.com,Energy & Utilities,7500000000,1787,Houston,Texas,https://www.parpacific.com/careers,custom,,tier2_llm_http,medium
493,Citizens Financial,citizensbank.com,Banking & Financial Services,7400000000,17287,Providence,Rhode Island,https://hcgn.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/join-talent-community,oracle_recruiting,https://hcgn.fa.us2.oraclecloud.com/hcmUI/CandidateExperience/en/sites/CX_1/join-talent-community,tier1_ats,high
494,Watsco,watsco.com,Other,7400000000,7258,Miami,Florida,https://www.watsco.com/careers/,adp,https://recruiting.adp.com/srccar/public/RTI.home?c=1164651&#038;d=ExternalCareerSiteWatsco%23/,tier1_ats,high
495,Science Applications International,saic.com,Technology,7400000000,24000,Reston,Virginia,https://jobs.saic.com,jobvite,https://apply.app.jobvite.com/assets/app/apply.js,tier3_llm_browser,medium
496,Electronic Arts,ea.com,Telecom & Media,7300000000,13700,Redwood City,California,https://www.ea.com/careers,avature,http://avature.net,tier1_ats,medium
497,Newell Brands,newellbrands.com,Other,7300000000,23700,Atlanta,Georgia,https://careers.newellbrands.com/,successfactors,https://career4.successfactors.com/career?career_company=NWL&lang=en_US&company=NWL&site=&loginFlowRequired=true&_s.crb=aM1vXB77oFcENyQuLwNdXc%2f%2bBvkXFO%2fzTd5hJo5gIpU%3d,tier3_llm_browser,high
498,Ingredion,ingredion.com,Retail & Consumer Goods,7300000000,11200,Westchester,Illinois,https://www.ingredion.com/na/en-us/company/careers,workday,https://ingredion.wd1.myworkdayjobs.com/en-US/IngredionCareers,tier1_ats,high
499,KeyCorp,key.com,Banking & Financial Services,7200000000,16753,Cleveland,Ohio,https://www.key.com/about/careers.html,workday,https://keybank.wd5.myworkdayjobs.com/External_Career_Site,tier1_ats,high
500,QXO Building Products,qxo.com,Other,5500000000,8068,Herndon,Virginia,https://www.qxo.com/careers,custom,,tier2_llm_http,medium
